id,title_en,title_zh,source_type,institution,date,topics,jurisdiction,language,url,doi_or_isbn,citation,summary,significance_note
lit-2025-ripe-multilateralism-a-la-carte,Multilateralism a la carte: how China navigates global economic institutions,,Literature,Eugenia C Heldt and Henning Schmidtke and Omar Serrano Oswald,2025-05-15,global-economic-system;theory-order,Scholarly literature,English,https://www.tandfonline.com/doi/full/10.1080/09692290.2025.2495694,10.1080/09692290.2025.2495694,Eugenia C Heldt Henning Schmidtke and Omar Serrano Oswald - Multilateralism a la carte - Review of International Political Economy - 2025,Article proposing a framework for China's selective engagement with global economic institutions,Helpful synthesis for comparing deep cooperation shallow support and deeper challenge across economic governance
lit-2026-ripe-institutional-layering-gdi,Institutional layering as (counter-)hegemonic strategy: unpacking China's global development initiative,,Literature,Jack Taggart and Han Cheng and Sebastian Haug,2026-03-26,theory-order;global-economic-system;belt-and-road,Scholarly literature,English,https://www.tandfonline.com/doi/full/10.1080/09692290.2026.2646945,10.1080/09692290.2026.2646945,Jack Taggart Han Cheng and Sebastian Haug - Institutional layering as (counter-)hegemonic strategy - Review of International Political Economy - 2026,Article on the Global Development Initiative as layered order-building within UN-centered frameworks,Important new source on how Chinese initiatives complement and contest existing global governance at the same time
tt-2025-carnegie-ai-safety-institute,How Some of China's Top AI Thinkers Built Their Own AI Safety Institute,,Think tank report,Carnegie Endowment for International Peace,2025-06-16,global-economic-system;theory-order;sovereignty-non-interference,Foreign,English,https://carnegieendowment.org/research/2025/06/how-some-of-chinas-top-ai-thinkers-built-their-own-ai-safety-institute,,Scott Singer Karson Elmgren and Oliver Guest - How Some of China's Top AI Thinkers Built Their Own AI Safety Institute - Carnegie Endowment - 2025,Report on the emergence of China's AI Safety and Development Association and its role in global AI governance,Adds a current bridge between Chinese AI governance institutions and international norm shaping
tt-2025-usip-police-assistance-global-security,How China Uses Police Assistance to Reshape Global Security,,Think tank report,United States Institute of Peace,2025-03-12,use-of-force;theory-order;sovereignty-non-interference,Foreign,English,https://www.usip.org/publications/2025/03/how-china-uses-police-assistance-reshape-global-security,,Ena Dion and Matt Herbert - How China Uses Police Assistance to Reshape Global Security - USIP - 2025,Analysis of China's use of foreign law-enforcement assistance to reshape security governance,Useful shorter policy companion to larger GSI and international policing reports
tt-2025-carnegie-foreign-police-training,China's Foreign Police Training: A Global Footprint,,Think tank report,Carnegie Endowment for International Peace,2025-11-13,use-of-force;theory-order;sovereignty-non-interference,Foreign,English,https://carnegieendowment.org/russia-eurasia/research/2025/11/chinas-foreign-police-training-a-global-footprint,,Sheena Chestnut Greitens Isaac B Kardon and Cameron Waltz - China's Foreign Police Training: A Global Footprint - Carnegie Endowment - 2025,Data-rich report on China's worldwide police and internal security training programs,Important evidence base for China's attempt to remake parts of global security governance through training and capacity building
lit-2026-aplr-data-export-regime,China's data export regime: an evolutionary trajectory and its practical challenges,,Literature,Guang Ma and Hong Wu,2026-05-02,global-economic-system;sovereignty-non-interference;sanctions-anti-sanctions,Scholarly literature,English,https://www.tandfonline.com/doi/abs/10.1080/10192557.2026.2667354,10.1080/10192557.2026.2667354,Guang Ma and Hong Wu - China's data export regime: an evolutionary trajectory and its practical challenges - Asia Pacific Law Review - 2026,"Traces China's outbound data transfer regime through security assessment, standard contracts, certification, and free-trade-zone negative lists, emphasizing legal certainty and interoperability challenges.",Important recent source on cross-border data governance and economic security.
lit-2026-aplr-public-participation-cai,Establishing Democracy in Foreign Direct Investment: Opportunities and Limitations of Integrating the Principle of Public Participation in the CAI,,Literature,E-nuo Gu and Qing Zhao,2026-04-19,global-economic-system;dispute-settlement;theory-order,Scholarly literature,English,https://www.tandfonline.com/doi/abs/10.1080/10192557.2026.2660622,10.1080/10192557.2026.2660622,E-nuo Gu and Qing Zhao - Establishing Democracy in Foreign Direct Investment: Opportunities and Limitations of Integrating the Principle of Public Participation in the CAI - Asia Pacific Law Review - 2026,"Assesses how public participation, transparency, sustainable development, and amicus mechanisms in the EU-China CAI could affect legitimacy in investment governance.",Adds an investment-law democracy and legitimacy angle to China-EU economic governance.
lit-2026-aplr-lender-last-resort,"Lender of last resort in China: operating mechanism, legal foundation, and the financial stability implications",,Literature,Ci Ren and Lerong Lu,2026-01-01,global-economic-system;theory-order,Scholarly literature,English,https://www.tandfonline.com/doi/abs/10.1080/10192557.2025.2493702,10.1080/10192557.2025.2493702,"Ci Ren and Lerong Lu - Lender of last resort in China: operating mechanism, legal foundation, and the financial stability implications - Asia Pacific Law Review - 2026","Examines the People's Bank of China's lender-of-last-resort role, legal authority, information asymmetries, moral hazard, and reforms for financial stability.",Useful for the economic-order dossier on financial safety-net governance.
lit-2026-aplr-return-of-states,The return of the states: constitutional dilemmas of state measures to defend national and state security,,Literature,Joel Slawotsky,2026-02-11,sovereignty-non-interference;use-of-force;global-economic-system;sanctions-anti-sanctions,Scholarly literature,English,https://www.tandfonline.com/doi/full/10.1080/10192557.2026.2626055,10.1080/10192557.2026.2626055,Joel Slawotsky - The return of the states: constitutional dilemmas of state measures to defend national and state security - Asia Pacific Law Review - 2026,Analyzes U.S. state-level measures responding to China-related security concerns and the constitutional boundary between state power and federal foreign affairs authority.,Connects China-related security policy to foreign relations federalism and economic statecraft.
lit-2026-ajil-hk-cfa-international-law,International Law in Hong Kong's Court of Final Appeal: An Apex Court Operating in the Shadow of Beijing,,Literature,Carole J. Petersen,2026-01-01,one-country-two-systems;sovereignty-non-interference;dispute-settlement,Scholarly literature,English,https://doi.org/10.1017/S2044251325100787,10.1017/S2044251325100787,Carole J. Petersen - International Law in Hong Kong's Court of Final Appeal: An Apex Court Operating in the Shadow of Beijing - Asian Journal of International Law - 2026,Studies Hong Kong's final appellate court as it works with international law while operating under Basic Law interpretation and Beijing's constitutional shadow.,Adds a Hong Kong apex-court perspective to one country two systems and international law.
lit-2025-iclq-new-doctrine-non-intervention,The New Chinese Doctrine of Non-Intervention,,Literature,Samuli Seppanen and Ewan Smith,2025-04-01,sovereignty-non-interference;theory-order;use-of-force,Scholarly literature,English,https://www.cambridge.org/core/journals/international-and-comparative-law-quarterly/article/new-chinese-doctrine-of-nonintervention/C486DC6119E82DA4B17050F8F1F62EC7,10.1017/S002058932510081X,Samuli Seppanen and Ewan Smith - The New Chinese Doctrine of Non-Intervention - International and Comparative Law Quarterly - 2025,Argues that China advances a context-sensitive doctrine of non-intervention that may partly converge with wider concerns about foreign influence.,High-value doctrinal source for sovereignty and non-interference debates.
lit-2025-jhil-china-unbounded-late-qing,"China Unbounded: Extraterritoriality, Nationality, and the Late Qing's Engagement with International Law",,Literature,Maria Adele Carrai,2025-10-03,theory-order;sovereignty-non-interference,Scholarly literature,English,https://brill.com/view/journals/jhil/27/3/article-p397_3.xml,10.1163/15718050-bja10129,"Maria Adele Carrai - China Unbounded: Extraterritoriality, Nationality, and the Late Qing's Engagement with International Law - Journal of the History of International Law - 2025",Reframes late Qing extraterritoriality and nationality law as active adaptation of international law to protect Chinese nationals abroad.,"Adds intellectual history of sovereignty, nationality, and extraterritoriality."
lit-2025-ajls-bri-not-novel-law-making,China's Belt and Road Initiative is Not a Novel Approach to International Law-Making,,Literature,Imad Antoine Ibrahim,2025-03-10,belt-and-road;global-economic-system;theory-order,Scholarly literature,English,https://www.cambridge.org/core/journals/asian-journal-of-law-and-society/article/abs/chinas-belt-and-road-initiative-is-not-a-novel-approach-to-international-lawmaking/C370E776759A55A6DFDB291BBE74C29E,10.1017/als.2025.4,Imad Antoine Ibrahim - China's Belt and Road Initiative is Not a Novel Approach to International Law-Making - Asian Journal of Law and Society - 2025,"Compares BRI soft-law and agreement practice with EU and U.S. approaches, arguing that the Chinese model is pragmatic but not novel.",Useful for assessing BRI as informal law-making rather than a wholly new legal method.
lit-2025-aplr-investment-facilitation,Plurilateral pathways to investment facilitation? China's evolving investment agreement practice,,Literature,Wentian Zu,2025-09-16,global-economic-system;belt-and-road;dispute-settlement,Scholarly literature,English,https://www.tandfonline.com/doi/abs/10.1080/10192557.2025.2558852,10.1080/10192557.2025.2558852,Wentian Zu - Plurilateral pathways to investment facilitation? China's evolving investment agreement practice - Asia Pacific Law Review - 2025,Positions investment facilitation within China's investment treaty practice and argues that China is likely to pursue a plurilateral WTO-linked pathway.,Adds recent investment agreement practice to the global economic system dossier.
lit-2025-aplr-airline-workforce-rights,Strengthening Legal Standards for Workforce Rights in China's Airline Industry,,Literature,Xiaoqing Wu and Yizhang Qiu,2025-11-26,global-economic-system;theory-order,Scholarly literature,English,https://www.tandfonline.com/doi/abs/10.1080/10192557.2025.2588752,10.1080/10192557.2025.2588752,Xiaoqing Wu and Yizhang Qiu - Strengthening Legal Standards for Workforce Rights in China's Airline Industry - Asia Pacific Law Review - 2025,Reviews Chinese aviation labour disputes and argues for standalone aviation labour law to address gaps between safety regulation and workers' rights.,Adds labour and sectoral regulation to the China economic law collection.
lit-2025-tclr-state-role-property-law,Observing the State's Role in Property Law: A Chinese Perspective,,Literature,Wang Yang,2025-12-31,theory-order;global-economic-system;sovereignty-non-interference,Scholarly literature,English,https://www.tsinghuachinalawreview.law.tsinghua.edu.cn/issues/info/10643,,Wang Yang - Observing the State's Role in Property Law: A Chinese Perspective - Tsinghua China Law Review - 2025,"Uses Chinese property law to analyze the state as gatekeeper, enabler, coordinator, and regulator within private-law institutions.",Adds domestic private-law theory to the site’s account of state power and legal ordering.
lit-2025-tclr-competition-data-protection,Competition and Data Protection in the Digital Economy: A Comparative Analysis of the EU and China,,Literature,Arletta Gorecka,2025-12-31,global-economic-system;sovereignty-non-interference;belt-and-road,Scholarly literature,English,https://www.tsinghuachinalawreview.law.tsinghua.edu.cn/forum/info/10659,,Arletta Gorecka - Competition and Data Protection in the Digital Economy: A Comparative Analysis of the EU and China - Tsinghua China Law Review - 2025,"Compares EU and Chinese approaches to platform competition, personal data protection, extraterritorial influence, and digital sovereignty.",Adds comparative digital economy regulation and data governance.
lit-2025-tclr-sco-investment-dispute-resolution,Investment Dispute Resolution in the Shanghai Cooperation Organization: Institutional Design and Procedural Coordination,,Literature,Su Pan,2025-12-31,dispute-settlement;belt-and-road;global-economic-system;theory-order,Scholarly literature,English,https://www.tsinghuachinalawreview.law.tsinghua.edu.cn/issues/info/10641,,Su Pan - Investment Dispute Resolution in the Shanghai Cooperation Organization: Institutional Design and Procedural Coordination - Tsinghua China Law Review - 2025,"Proposes a multi-tiered SCO investment dispute mechanism combining consultation, mediation, quasi-judicial procedures, and enforcement coordination.",Connects regional institutional design with China’s role in investment dispute settlement.
lit-2025-tclr-tax-administrative-adjudication,Economic Rationality in PRC Tax Administrative Adjudication: an Analysis Based on a Utility Function,,Literature,Bai Lijie,2025-12-31,global-economic-system;dispute-settlement;theory-order,Scholarly literature,English,https://www.tsinghuachinalawreview.law.tsinghua.edu.cn/forum/info/10657,,Bai Lijie - Economic Rationality in PRC Tax Administrative Adjudication: an Analysis Based on a Utility Function - Tsinghua China Law Review - 2025,Uses a utility-function model and tax case data to explain when Chinese courts defer and when they apply stricter scrutiny in tax disputes.,Adds empirical administrative adjudication evidence to the China law corpus.
lit-2025-tclr-foreign-related-civil-procedure,How Functional Will the New Foreign-Related Civil Procedure Rules of China Be: A Perspective Based on Concerns by SEP Stakeholders,,Literature,Runhua Wang,2025-01-03,dispute-settlement;global-economic-system;sovereignty-non-interference,Scholarly literature,English,https://www.tsinghuachinalawreview.law.tsinghua.edu.cn/forum/info/10502,,Runhua Wang - How Functional Will the New Foreign-Related Civil Procedure Rules of China Be: A Perspective Based on Concerns by SEP Stakeholders - Tsinghua China Law Review - 2025,"Assesses China’s amended foreign-related civil procedure rules through SEP parallel-litigation concerns, comity, procedural fairness, and forum shopping.",Useful for foreign-related litigation and transnational procedure debates.
lit-2025-tclr-director-duties-state-invested,Reconciling Dual Loyalties: Director Duties in State-Invested Companies under China's 2023 Company Law,,Literature,Ben Hines,2025-01-03,global-economic-system;theory-order,Scholarly literature,English,https://www.tsinghuachinalawreview.law.tsinghua.edu.cn/forum/info/10506,10.2139/ssrn.5161725,Ben Hines - Reconciling Dual Loyalties: Director Duties in State-Invested Companies under China's 2023 Company Law - Tsinghua China Law Review - 2025,Examines how directors of state-invested companies may owe duties to both company and state under China's revised Company Law.,Adds corporate governance and state ownership to the economic law materials.
lit-2025-tclr-annulment-arbitral-awards,The Annulment of International Arbitral Awards in the Revision of Chinese Arbitration Law,,Literature,Yang Shiyu,2025-01-03,dispute-settlement;global-economic-system,Scholarly literature,English,https://www.tsinghuachinalawreview.law.tsinghua.edu.cn/forum/info/10508,,Yang Shiyu - The Annulment of International Arbitral Awards in the Revision of Chinese Arbitration Law - Tsinghua China Law Review - 2025,Traces China’s arbitration-law reform on setting aside international awards and compares draft revisions with UNCITRAL Model Law alignment.,Adds arbitration reform and enforcement context to dispute settlement.
lit-2025-upenn-party-court-fifth-reform,The Party's Court or the Court for the Parties: An Empirical Assessment of the Fifth Judicial Reform in China,,Literature,Guotong Shen and Peter C.H. Chan,2025-01-01,dispute-settlement;theory-order;sovereignty-non-interference,Scholarly literature,English,https://scholarship.law.upenn.edu/alr/vol20/iss3/1/,10.58112/alr.20-3.1,Guotong Shen and Peter C.H. Chan - The Party's Court or the Court for the Parties: An Empirical Assessment of the Fifth Judicial Reform in China - University of Pennsylvania Asian Law Review - 2025,"Uses frontline judge perspectives to evaluate the Fifth Judicial Reform, finding progress in service delivery but continuing Party-judiciary entanglement.",Adds empirical court-reform evidence to the selected readings.
lit-2025-upenn-rare-earth-leverage,The Rare Earth Leverage? China's Export Control Law and Xi Jinping's Thought on Law-Based Governance,,Literature,Yue-Zhen Li,2025-01-01,sanctions-anti-sanctions;global-economic-system;theory-order,Scholarly literature,English,https://scholarship.law.upenn.edu/alr/vol20/iss2/3,10.58112/alr.20-2.3,Yue-Zhen Li - The Rare Earth Leverage? China's Export Control Law and Xi Jinping's Thought on Law-Based Governance - University of Pennsylvania Asian Law Review - 2025,Reads China's rare-earth export controls as legalized strategic statecraft under Xi-era law-based governance rather than ad hoc retaliation.,"Directly supports export control, sanctions, and legal statecraft research."
lit-2025-upenn-international-legal-ordering,International Legal Ordering to Achieve International Goals: A Discourse Through the U.S. and China's Foreign Relations Law,,Literature,"Asif H. Qureshi, Yuning Li and Manyun Li",2025-01-01,theory-order;global-economic-system;sovereignty-non-interference,Scholarly literature,English,https://scholarship.law.upenn.edu/alr/vol20/iss2/2/,10.58112/alr.20-2.2,"Asif H. Qureshi, Yuning Li and Manyun Li - International Legal Ordering to Achieve International Goals: A Discourse Through the U.S. and China's Foreign Relations Law - University of Pennsylvania Asian Law Review - 2025",Compares U.S. and Chinese foreign relations law as frameworks for contributing to international legal order and shared global goals.,Adds comparative foreign relations law to the theory and order corpus.
lit-2025-upenn-economic-lawfare,Warfare by Other Means: China's Economic Lawfare,,Literature,Michael Glanzel,2025-01-01,sanctions-anti-sanctions;global-economic-system;use-of-force;theory-order,Scholarly literature,English,https://scholarship.law.upenn.edu/alr/vol20/iss1/2/,10.58112/alr.20-1.1,Michael Glanzel - Warfare by Other Means: China's Economic Lawfare - University of Pennsylvania Asian Law Review - 2025,Maps China's use of economic legal tools to coerce or weaken adversaries and considers possible future finance-based or Global South-oriented tactics.,Adds economic lawfare to sanctions and use-of-force-adjacent materials.
lit-2025-columbia-moralizing-courts,The Dual Tales of Moralizing Courts: Examining Party-Related Moralizing Keywords in Civil Judgments,,Literature,Eva Gao and Xiaohan Wu,2025-03-14,dispute-settlement;theory-order;sovereignty-non-interference,Scholarly literature,English,https://journals.library.columbia.edu/index.php/cjal/article/view/10996,10.52214/cjal.v36i1.10996,Eva Gao and Xiaohan Wu - The Dual Tales of Moralizing Courts: Examining Party-Related Moralizing Keywords in Civil Judgments - Columbia Journal of Asian Law - 2025,Analyzes moralizing and Party-sanctioned keywords in Chinese civil judgments to explain both top-down political signals and bottom-up judicial legitimation.,Adds empirical evidence on judicial rhetoric and Party-state legality.
lit-2025-chinesejil-maritime-ambitions-bbnj,Maritime Ambitions: China's Emerging Great Power Identity and Its Strategies in BBNJ Agreement Negotiations,,Literature,Nan Xia,2025-01-01,use-of-force;theory-order;global-economic-system,Scholarly literature,English,https://doi.org/10.1093/chinesejil/jmae041,10.1093/chinesejil/jmae041,Nan Xia - Maritime Ambitions: China's Emerging Great Power Identity and Its Strategies in BBNJ Agreement Negotiations - Chinese Journal of International Law - 2025,Examines how China’s great-power identity shaped its negotiation strategies in the biodiversity beyond national jurisdiction agreement process.,Adds ocean governance and treaty negotiation strategy beyond the South China Sea.
lit-2025-chinesejil-personal-data-ai,"Convergence between and among the Chinese, the EU and Kazakhstan Approaches towards Personal Data Protection against the AI in the Digital Sphere",,Literature,"Marlen S. Bissaliyev, Mart Susi and Karimzhan Shakirov",2025-04-16,global-economic-system;sovereignty-non-interference;theory-order,Scholarly literature,English,https://academic.oup.com/chinesejil/article/24/2/jmaf011/8114109,10.1093/chinesejil/jmaf011,"Marlen S. Bissaliyev, Mart Susi and Karimzhan Shakirov - Convergence between and among the Chinese, the EU and Kazakhstan Approaches towards Personal Data Protection against the AI in the Digital Sphere - Chinese Journal of International Law - 2025","Compares China, the EU, and Kazakhstan on AI-related personal data protection and identifies normative turbulence in digital rights regulation.",Adds comparative AI and personal data governance to digital-order materials.
lit-2025-cjcl-defamation-greater-china,"Defamation Law in Greater China: Principles, Politics, and Prospects",,Literature,Brendan Clift,2025-10-23,one-country-two-systems;sovereignty-non-interference;theory-order,Scholarly literature,English,https://academic.oup.com/cjcl/article/doi/10.1093/cjcl/cxaf006/8300161,10.1093/cjcl/cxaf006,"Brendan Clift - Defamation Law in Greater China: Principles, Politics, and Prospects - Chinese Journal of Comparative Law - 2025","Compares defamation law across mainland China, Hong Kong, Macau, and Taiwan, focusing on reputation, speech, convergence, divergence, and politicization.","Supports Greater China comparisons across speech, rights, and legal systems."
lit-2025-cjcl-decent-work-bri,Advancing Decent Work through China's Belt and Road Initiative,,Literature,Ulla Liukkunen and Bjorn Ahl,2025-12-23,belt-and-road;global-economic-system;theory-order,Scholarly literature,English,https://doi.org/10.1093/cjcl/cxaf012,10.1093/cjcl/cxaf012,Ulla Liukkunen and Bjorn Ahl - Advancing Decent Work through China's Belt and Road Initiative - Chinese Journal of Comparative Law - 2025,Examines public and private international law pathways for embedding decent-work norms and labour governance within BRI structures.,Adds labour standards and sustainable development to the BRI reading list.
lit-2025-cjcl-veil-piercing,Why Veil Piercing Differs: Reassessing Judicial Trends under China's New Company Law,,Literature,Pangyue Cheng,2025-01-01,global-economic-system;dispute-settlement,Scholarly literature,English,https://doi.org/10.1093/cjcl/cxag003,10.1093/cjcl/cxag003,Pangyue Cheng - Why Veil Piercing Differs: Reassessing Judicial Trends under China's New Company Law - Chinese Journal of Comparative Law - 2025,Reassesses Chinese veil-piercing practice under the new Company Law and explains why judicial trends differ from other corporate law settings.,Adds corporate liability doctrine to the China business law materials.
lit-2025-cjcl-borderline-sovereignty,Borderline Sovereignty Disorder: China and the Law and Politics of the China-India Territorial Disputes,,Literature,Jacques deLisle,2025-02-25,sovereignty-non-interference;use-of-force;theory-order,Scholarly literature,English,https://academic.oup.com/cjcl/article-abstract/doi/10.1093/cjcl/cxae022/8042439,10.1093/cjcl/cxae022,Jacques deLisle - Borderline Sovereignty Disorder: China and the Law and Politics of the China-India Territorial Disputes - Chinese Journal of Comparative Law - 2025,"Argues that international law can intensify China-India border tensions by interacting with sovereignty, self-determination, history, nationalism, and rising-power politics.",Adds China-India territorial disputes to sovereignty and security readings.
lit-2024-chinesejil-private-international-law-2023,Chronology of Practice: Chinese Practice in Private International Law in 2023,,Literature,Qisheng He,2024-12-01,dispute-settlement;global-economic-system;one-country-two-systems,Scholarly literature,English,https://doi.org/10.1093/chinesejil/jmae037,10.1093/chinesejil/jmae037,Qisheng He - Chronology of Practice: Chinese Practice in Private International Law in 2023 - Chinese Journal of International Law - 2024,"Surveys Chinese private international law practice in 2023, including cross-border civil and commercial legal developments.",Adds annual private international law practice tracking.
lit-2024-cjcl-crypto-assets,Evolution of Intangible Property to Crypto Assets: Legal Pragmatism in Anglo-American Common Law and Chinese Civil Law,,Literature,Alvin Hoi-Chun Hung,2024-01-01,global-economic-system;theory-order,Scholarly literature,English,https://doi.org/10.1093/cjcl/cxae011,10.1093/cjcl/cxae011,Alvin Hoi-Chun Hung - Evolution of Intangible Property to Crypto Assets: Legal Pragmatism in Anglo-American Common Law and Chinese Civil Law - Chinese Journal of Comparative Law - 2024,Compares Anglo-American and Chinese approaches to intangible property and crypto assets through legal pragmatism.,Adds digital assets and comparative property doctrine.
lit-2024-cjcl-greater-bay-data-flows,Data Flows and Data Protection in the Greater Bay Area,,Literature,Adam Au and Normann Witzleb,2024-01-01,one-country-two-systems;global-economic-system;sovereignty-non-interference,Scholarly literature,English,https://doi.org/10.1093/cjcl/cxae013,10.1093/cjcl/cxae013,Adam Au and Normann Witzleb - Data Flows and Data Protection in the Greater Bay Area - Chinese Journal of Comparative Law - 2024,"Examines data transfer and data protection coordination needs across mainland China, Hong Kong, and Macau in the Greater Bay Area.",Adds a concrete one country two systems data-governance issue.
lit-2024-cjcl-evergrande-corporate-law,The Evergrande Story: A Look into Chinese Corporate Law,,Literature,Yun Kei Chow,2024-01-01,global-economic-system;dispute-settlement,Scholarly literature,English,https://doi.org/10.1093/cjcl/cxae005,10.1093/cjcl/cxae005,Yun Kei Chow - The Evergrande Story: A Look into Chinese Corporate Law - Chinese Journal of Comparative Law - 2024,"Uses Evergrande to examine Chinese corporate law and the relationship between private enterprises, state influence, and economic governance.",Adds corporate crisis context to China economic law research.
lit-2024-cjcl-wrongly-decided-precedents,Do Judges in China Follow Wrongly Decided Precedents?,,Literature,"Charles Zhen Qu, Bin Li and Lauren Yu-Hsin Lin",2024-01-01,dispute-settlement;theory-order,Scholarly literature,English,https://doi.org/10.1093/cjcl/cxae006,10.1093/cjcl/cxae006,"Charles Zhen Qu, Bin Li and Lauren Yu-Hsin Lin - Do Judges in China Follow Wrongly Decided Precedents? - Chinese Journal of Comparative Law - 2024",Empirically studies whether Chinese judges follow wrongly decided precedents and what that reveals about precedent-like authority in China.,Adds judicial behavior and precedent practice to court materials.
lit-2024-upenn-cross-border-insolvency-hk,Cross-Border Insolvency Cooperation Between Mainland China and Hong Kong SAR,,Literature,Jingxia Shi,2024-01-01,one-country-two-systems;dispute-settlement;global-economic-system,Scholarly literature,English,https://scholarship.law.upenn.edu/alr/vol19/iss3/1/,10.58112/alr.19-3.1,Jingxia Shi - Cross-Border Insolvency Cooperation Between Mainland China and Hong Kong SAR - University of Pennsylvania Asian Law Review - 2024,"Analyzes the 2021 Mainland-Hong Kong insolvency arrangement, its limited use, and options for improving recognition and cooperation.",Adds cross-border insolvency cooperation to Hong Kong and dispute settlement materials.
lit-2024-upenn-liquidated-damages,Liquidated Damages in the New Civil Code of China,,Literature,Wei Wen,2024-01-01,global-economic-system;dispute-settlement,Scholarly literature,English,https://scholarship.law.upenn.edu/alr/vol19/iss3/3/,10.58112/alr.19-3.3,Wei Wen - Liquidated Damages in the New Civil Code of China - University of Pennsylvania Asian Law Review - 2024,"Examines Chinese Civil Code rules on liquidated damages, adjustment mechanisms, delayed performance, and concurrent contractual damages.",Adds contract remedies and civil-code reform to commercial law readings.
lit-2024-aplr-varieties-authoritarian-legality,Varieties of authoritarian legality,,Literature,Shucheng Wang,2024-03-07,theory-order;sovereignty-non-interference;dispute-settlement,Scholarly literature,English,https://www.tandfonline.com/doi/full/10.1080/10192557.2024.2323803,10.1080/10192557.2024.2323803,Shucheng Wang - Varieties of authoritarian legality - Asia Pacific Law Review - 2024,Introduces varieties of authoritarian legality as a comparative frame for understanding legal institutions under authoritarian governance.,"Useful for conceptualizing law, courts, and authoritarian governance in China-related debates."
lit-2024-aplr-authoritarian-legality-chinese,Authoritarian legality with Chinese characteristics,,Literature,Kwai Hang Ng,2024-03-11,theory-order;sovereignty-non-interference;dispute-settlement,Scholarly literature,English,https://www.tandfonline.com/doi/abs/10.1080/10192557.2024.2323806,10.1080/10192557.2024.2323806,Kwai Hang Ng - Authoritarian legality with Chinese characteristics - Asia Pacific Law Review - 2024,Examines the distinctive Chinese configuration of authoritarian legality and its implications for legal institutions and governance.,Adds a China-specific authoritarian legality frame to the theory guide.
lit-2023-cjcl-international-rule-law-traditional-culture,International Rule of Law through the Lens of Chinese Traditional Culture,,Literature,Guiguo Wang,2023-09-23,theory-order;sovereignty-non-interference,Scholarly literature,English,https://doi.org/10.1093/cjcl/cxad010,10.1093/cjcl/cxad010,Guiguo Wang - International Rule of Law through the Lens of Chinese Traditional Culture - Chinese Journal of Comparative Law - 2023,Uses Chinese traditional culture to interpret international rule-of-law ideas and China’s normative vocabulary.,Adds cultural and historical framing to international rule-of-law debates.
lit-2023-cjcl-forum-non-conveniens,Forum Non Conveniens in China: From Judicial Practice to Law,,Literature,Liang Zhao,2023-10-01,dispute-settlement;global-economic-system;sovereignty-non-interference,Scholarly literature,English,https://doi.org/10.1093/cjcl/cxae002,10.1093/cjcl/cxae002,Liang Zhao - Forum Non Conveniens in China: From Judicial Practice to Law - Chinese Journal of Comparative Law - 2023,Traces how forum non conveniens moved from Chinese judicial practice into formal law and what that means for cross-border litigation.,Adds transnational civil procedure to dispute settlement materials.
lit-2024-cjcl-long-short-videos,"Battle between Long and Short Videos: Fragmented Uses, Diversified Purposes, and the Evolution of China's Copyright Limitation Rules in the AI Era",,Literature,Qingchuan Xie and Tianxiang He,2024-01-01,global-economic-system;dispute-settlement,Scholarly literature,English,https://academic.oup.com/cjcl/article/11/3/cxae001/7616667,10.1093/cjcl/cxae001,"Qingchuan Xie and Tianxiang He - Battle between Long and Short Videos: Fragmented Uses, Diversified Purposes, and the Evolution of China's Copyright Limitation Rules in the AI Era - Chinese Journal of Comparative Law - 2024",Uses long-video and short-video copyright disputes to analyze China’s evolving copyright limitations in the AI era.,Adds intellectual property and digital platform disputes.
lit-2023-cjcl-workplace-sexual-harassment,Workplace Sexual Harassment in China,,Literature,Jiahui Duan,2023-06-19,sovereignty-non-interference;theory-order,Scholarly literature,English,https://academic.oup.com/cjcl/article/11/2/cxad008/7202292,10.1093/cjcl/cxad008,Jiahui Duan - Workplace Sexual Harassment in China - Chinese Journal of Comparative Law - 2023,Compares Chinese sexual harassment law with Western paradigms and argues that China is developing a personality-rights model with reform needs.,"Adds rights, civil law, and comparative legal reform context."
lit-2023-cjcl-family-education-law,China's Family Education Promotion Law,,Literature,Kwan Yiu Cheng,2023-06-06,theory-order;sovereignty-non-interference,Scholarly literature,English,https://academic.oup.com/cjcl/article/doi/10.1093/cjcl/cxad004/7191225,10.1093/cjcl/cxad004,Kwan Yiu Cheng - China's Family Education Promotion Law - Chinese Journal of Comparative Law - 2023,"Examines China’s Family Education Promotion Law as family governance, responsible parenting, and moral formation through law.",Adds domestic governance and legal moralization to the theory corpus.
lit-2023-cjcl-wrongful-death-awards,Loss of a Loved One: An Empirical Study of Pain and Suffering Awards in Wrongful Death Cases in China,,Literature,Chunyan Ding and Pei Zhi,2023-06-19,dispute-settlement;theory-order,Scholarly literature,English,https://academic.oup.com/cjcl/article/11/2/cxad006/7202291,10.1093/cjcl/cxad006,Chunyan Ding and Pei Zhi - Loss of a Loved One: An Empirical Study of Pain and Suffering Awards in Wrongful Death Cases in China - Chinese Journal of Comparative Law - 2023,Empirically studies Chinese wrongful death awards for pain and suffering and what they reveal about judicial valuation of loss.,Adds empirical civil justice material to the dispute settlement and courts collection.
